"Quality","Country","Code","Year","Gini","Quntile 1","Quntile 2","Quntile 3","Quntile 4","Inc","Pers","Gross","Cov1","Cov2","Source1","Source2","Q","Other"
"nn","Brazil","BRA",1960,48.51,,,,,"I","P",,"Urban","EAP","Jain 1975","Langoni 1973","nn",
"nn","Brazil","BRA",1960,68.95,,,,,"I","P",,"Urban","EAP, NAG","Jain 1975",,"nn",
"nn","Brazil","BRA",1960,42.29,,,,,"I","P",,"Rural","IR","Jain 1975",,"wg",
"nn","Brazil","BRA",1960,60.01,,,,,"I","P",,"Urban","IR","Jain 1975","UN-ECLA 1970","nn",
"nn","Brazil","BRA",1960,52,,,,,"I","P",,"Nat'l","EAP","Lecaillon et al. 1984",,"nn",
"nn","Brazil","BRA",1970,57.7,,,,,"I","P",,"Nat'l","EAP","Jain 1975","Langoni 1973","nn",
"nn","Brazil","BRA",1970,64.09,,,,,"I","P",,"Nat'l","EAP","Jain 1975",,"nn",
"nn","Brazil","BRA",1970,57.8,,,,,"I","P",,"Rural","EAP","Jain 1975",,"nn",
"nn","Brazil","BRA",1970,44.8,,,,,"I","P",,"Rural","EAP","Jain 1975","Langoni 1973","wg",
"nn","Brazil","BRA",1970,55.64,,,,,"I","P",,"Urban","EAP","Jain 1975","Langoni 1973","nn",
"nn","Brazil","BRA",1970,59.9,,,,,"I","P",,"Urban","EAP, NAG","Jain 1975",,"nn",
"nn","Brazil","BRA",1970,50.03,,,,,"I","P",,"Urban","NAG","Jain 1975",,"nn",
"nn","Brazil","BRA",1970,52.44,,,,,"I","P",,"Nat'l",,"Jain 1975",,"nn",
"nn","Brazil","BRA",1970,38,,,,,"I","P",,"Rural",,"Jain 1975",,"nn",
"wg","Brazil","BRA",1970,64.65,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"wg","Brazil","BRA",1974,34.4,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1975,34.7,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1976,35.2,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1976,56.4,,,,,"I","P","G","Nat'l","EAP-male","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1977,40.3,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1977,54.3,,,,,"I","P","G","Nat'l","EAP-male","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1978,43.4,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1978,53.1,,,,,"I","P","G","Nat'l","EAP-male","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1979,41.3,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1979,53,,,,,"I","P","G","Nat'l","EAP-male","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1980,40.5,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1981,42.8,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1981,51.4,,,,,"I","P","G","Nat'l","EAP-male","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1982,40.2,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1982,52,,,,,"I","P","G","Nat'l","EAP-male","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1983,40.4,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1983,53.4,,,,,"I","P","G","Nat'l","EAP-male","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1984,53.6,,,,,"I","P","G","Nat'l","EAP-male","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1984,62.73,,,,,"I","P","G","Nat'l","EAP","Rocha 1990",,"wg",
"wg","Brazil","BRA",1985,39.8,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1985,54.5,,,,,"I","P","G","Nat'l","EAP-male","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1985,63.71,,,,,"I","P","G","Nat'l","EAP","Rocha 1990",,"wg",
"wg","Brazil","BRA",1986,62,,,,,"I","P","G","Nat'l","EAP","Rocha 1990",,"wg",
"wg","Brazil","BRA",1987,43.3,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1987,62.73,,,,,"I","P","G","Nat'l","EAP","Rocha 1990",,"wg",
"wg","Brazil","BRA",1988,45.2,,,,,"I","P","G","Nat'l","EAP","Fishlow et al. 1993",,"wg",
"wg","Brazil","BRA",1988,64.33,,,,,"I","P","G","Nat'l","EAP","Rocha 1990",,"wg",
"accept","Bulgaria","BGR",1963,22.5,0.1078,0.2599,0.4463,0.6643,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1965,22.23,0.1036,0.2593,0.4472,0.6706,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1967,22.94,0.1046,0.2568,0.4392,0.6628,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1969,20.91,0.1122,0.2683,0.4604,0.682,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1970,21.5,0.1079,0.2683,0.4525,0.677,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1971,21.26,0.1085,0.2682,0.4587,0.6527,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1972,21.77,0.1069,0.2621,0.4496,0.6733,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1973,20.23,0.1123,0.2683,0.4581,0.6867,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1974,20.18,0.1136,0.2694,0.4578,0.7289,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1975,17.83,0.1161,0.2768,0.4741,0.7094,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1976,18.44,0.116,0.2784,0.4718,0.699,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1977,24.98,0.1089,0.2044,0.4366,0.6602,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1978,26.02,0.1013,0.1862,0.4277,0.6559,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1979,25.75,0.1016,0.2358,0.4284,0.6573,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1980,25.01,0.0988,0.2473,0.4264,0.6707,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1981,24.36,0.1007,0.2527,0.4318,0.6714,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1982,24.73,0.0971,0.2422,0.4261,0.6565,"I","H","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1983,24.99,0.0926,0.2462,0.431,0.6573,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1984,23.45,0.1,0.2485,0.4347,0.6647,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1985,23.42,0.1074,0.2424,0.4374,0.6211,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1986,22.56,0.1105,0.2611,0.4434,0.6836,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1987,20.83,0.1203,0.2726,0.456,0.707,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1988,21.97,0.1066,0.2611,0.4484,0.7123,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1989,20.69,0.108,0.2625,0.4541,0.6875,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1990,24.53,0.1054,0.2578,0.4283,0.6543,"I","P","G","Nat'l",,"Bulgaria, SY",,"good",
"accept","Bulgaria","BGR",1991,24.23,0.1007647,0.2470238,0.4298474,0.6572173,"I","P","G","Nat'l",,"Milanovic and Ying 1996",,"good",
"accept","Bulgaria","BGR",1992,30.8,0.08312096,0.2132742,0.3839452,0.6075292,"I","P","G","Nat'l",,"Milanovic and Ying 1996",,"good",
"accept","Bulgaria","BGR",1993,34.42,0.0711257,0.1931383,0.3589627,0.582628,"I","P","G","Nat'l",,"Milanovic and Ying 1996",,"good",
"cs","Bulgaria","BGR",1968,15.9,,,,,"I","P","G","Nat'l",,"Wiedemann 1984","Bulgaria, SY","cs",
"cs","Bulgaria","BGR",1970,18.8,,,,,"I","P","G","Nat'l",,"Wiedemann 1984","Bulgaria, SY","cs",
"cs","Bulgaria","BGR",1971,19.2,,,,,"I","P","G","Nat'l",,"Wiedemann 1984","Bulgaria, SY","cs",
"cs","Bulgaria","BGR",1972,18.5,,,,,"I","P","G","Nat'l",,"Wiedemann 1984","Bulgaria, SY","cs",
"cs","Bulgaria","BGR",1973,18.2,,,,,"I","P","G","Nat'l",,"Wiedemann 1984","Bulgaria, SY","cs",
"cs","Bulgaria","BGR",1974,17.9,,,,,"I","P","G","Nat'l",,"Wiedemann 1984","Bulgaria, SY","cs",
"cs","Bulgaria","BGR",1975,17.5,,,,,"I","P","G","Nat'l",,"Wiedemann 1984","Bulgaria, SY","cs",
"cs","Bulgaria","BGR",1976,17.8,,,,,"I","P","G","Nat'l",,"Wiedemann 1984","Bulgaria, SY","cs",
"cs","Bulgaria","BGR",1992,23.9,,,,,"I","P","G","Nat'l",,"WDR 1996","HBS","good",
"nn","Bulgaria","BGR",1957,24.59,,,,,"I","p",,"Nat'l","IR","Jain 1975","UN-ECE","nn",
"nn","Bulgaria","BGR",1960,24.59,,,,,"I","P","G","Nat'l","IR","Jain 1975","UN-ECE","nn",
"nn","Bulgaria","BGR",1962,21.18,,,,,"I","P","G","Nat'l","IR","Jain 1975","UN-ECE","nn",
"ps","Bulgaria","BGR",1992,28.9,,,,,"I","P","G","Nat'l",,"Cornia 1994",,"ps",
"accept","Burkina Faso","BFA",1995,39,,,,,"E","P","N","Nat'l",,"World Bank, Africa Department",,"good",
"nn","Burma","BUR",1958,38.06,,,,,"I","H",,"Urban",,"Jain 1975",,"nn","ARL"
"ps","Burma","BUR",1958,31.8,,,,,"I","H",,"Nat'l",,"Cromwell 1977","Adelman and Morris 1972","ps",
"ps","Burma","BUR",1958,35,0.1,0.23,0.36,0.515,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"accept","C. Afr. Rep.","CAF",1992,55,,,,,"E","P","N","Nat'l",,"SAGE 1992",,"good",
"accept","Cameroon","CMR",1983,49,,,,,"E","P","N","Nat'l",,"WB Cameroon 1994",,"good",
"accept","Canada","CAN",1951,32.56,0.0687,0.1939,0.3693,0.607,"I","H","G","Nat'l",,"Canada, SY","CDBS","good",
"accept","Canada","CAN",1957,32.04,0.0663,0.196,0.3748,0.6113,"I","H","G","Nat'l",,"Canada, SY","CDBS","good",
"accept","Canada","CAN",1961,30.8,0.0687,0.2153,0.3887,0.6469,"I","H","G","Nat'l",,"Canada, SY","CDBS","good",
"accept","Canada","CAN",1965,31.61,0.0713,0.1981,0.3753,0.6145,"I","H","G","Nat'l",,"Canada, SY","CDBS","good",
"accept","Canada","CAN",1967,31.41,0.0716,0.1988,0.3766,0.6164,"I","H","G","Nat'l",,"Canada, SY","CDBS","good",
"accept","Canada","CAN",1969,32.3,0.0684,0.1898,0.377,0.625,"I","H","G","Nat'l",,"Canada, SY","CDBS","good",
"accept","Canada","CAN",1971,32.24,0.0659,0.191,0.3703,0.6148,"I","H","G","Nat'l",,"Canada, SY","CDBS","good",
"accept","Canada","CAN",1973,31.6,0.0675,0.2017,0.3785,0.6451,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1974,31.03,0.0686,0.2018,0.3993,0.6306,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1975,31.62,0.0684,0.2049,0.3967,0.5903,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1977,31.97,0.0642,0.2148,0.3774,0.6216,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1979,31,0.0645,0.214,0.3784,0.6217,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1981,31.8,0.065,0.2149,0.3796,0.6207,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1982,29.4,0.0741,0.2057,0.3901,0.6361,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1983,32.8,0.063,0.1883,0.3665,0.6086,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1984,32.97,0.0655,0.1868,0.3636,0.6084,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1985,32.81,0.0627,0.1881,0.3665,0.6088,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1986,32.5,0.0637,0.1898,0.3687,0.611,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1987,32.28,0.0675,0.1911,0.369,0.613,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1988,31.91,0.068,0.1926,0.3716,0.6165,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1989,27.41,0.0777,0.2152,0.405,0.6531,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1990,27.56,0.0754,0.2111,0.4657,0.6615,"I","H","G","Nat'l",,"IDS Canada",,"good",
"accept","Canada","CAN",1991,27.65,0.0768,0.2136,0.4032,0.6516,"I","H","G","Nat'l",,"IDS Canada",,"good",
"cs","Canada","CAN",1951,39,,,,,"I","H",,"Nat'l",,"Podder 1972",,"cs",
"cs","Canada","CAN",1961,32.15,,,,,"I","H",,"Nat'l",,"Jain 1975","CDBS","cs","ARH"
"cs","Canada","CAN",1965,36,,,,,"I","P",,"Nat'l",,"Cromwell 1977",,"cs",
"cs","Canada","CAN",1965,33.33,,,,,"I","H",,"Nat'l",,"Jain 1975","CDBS","cs","ARH"
"cs","Canada","CAN",1975,33.9863,0.0534,0.18,0.3627,0.6071,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1975,32.2093,0.0627,0.1926,0.3749,0.6155,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1975,31.4456,0.0605,0.1951,0.3818,0.6242,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1975,29.3952,0.0712,0.2093,0.3953,0.6347,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1979,30.2,,,,,"I","H",,"Nat'l",,"Gunderson 1983",,"cs",
"cs","Canada","CAN",1981,30.6,,,,,"I","P","N","Nat'l",,"Buhmann et al. 1988",,"cs",
"cs","Canada","CAN",1981,32.9736,0.0576,0.1847,0.3687,0.6134,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1981,31.5325,0.0666,0.1969,0.3773,0.6185,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1981,30.4556,0.0656,0.2006,0.3878,0.6301,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1981,28.6686,0.0764,0.215,0.3984,0.6369,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1981,34.8,,,,,"I","H","N","Nat'l",,"O'Higgins et al. 1989",,"cs",
"cs","Canada","CAN",1987,34.2776,0.0573,0.1789,0.3581,0.6009,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1987,32.4492,0.0669,0.1932,0.3709,0.6085,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1987,31.2141,0.0665,0.1977,0.3806,0.6216,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1987,28.9686,0.0779,0.2143,0.3967,0.632,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1991,35.0807,0.0565,0.1756,0.3518,0.5945,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1991,32.7256,0.0668,0.1926,0.3692,0.6067,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1991,31.4702,0.0669,0.1969,0.3782,0.6194,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Canada","CAN",1991,28.6334,0.0798,0.2169,0.3983,0.6341,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"ps","Chad","TCD",1958,29.6,,,,,"I","P",,"Nat'l",,"Cromwell 1977","Adelman and Morris 1972","ps",
"ps","Chad","TCD",1958,36.87,,,,,"I","P",,"Nat'l",,"Jain 1975",,"ps","ARL"
"ps","Chad","TCD",1958,34.7,,,,,"I","P",,"Nat'l","EAP","Lecaillon et al. 1984",,"ps",
"ps","Chad","TCD",1958,35,0.08,0.196,0.35,0.57,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"accept","Chile","CHL",1968,45.64,0.045,0.135,0.273,0.486,"I","H","G","Nat'l",,"UN 1981","ENSIF","good",
"accept","Chile","CHL",1971,46,0.043,0.131,0.266,0.477,"I","H","G","Nat'l",,"Fields 1989",,"good","ARH"
"accept","Chile","CHL",1980,53.21,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"good",
"accept","Chile","CHL",1989,57.88,0.037,0.105,0.208,0.37,"I","P",,"Nat'l",,"Chen et al. 1995",,"good",
"accept","Chile","CHL",1994,56.49,0.0352,0.1014,0.2099,0.3905,"I","P",,"Nat'l",,"WDR 1996",,"good",
"cs","Chile","CHL",1968,44,0.054,0.15,0.27,0.477,"I","P","G","Nat'l",,"Paukert 1973",,"cs","PT"
"cs","Chile","CHL",1987,47,,,,,"I","H",,"Nat'l",,"Farne 1994",,"cs",
"cs","Chile","CHL",1989,57.32,,,,,"I","P",,"Nat'l",,"Psacharopoulos et a. 1992",,"cs",
"cs","Chile","CHL",1990,46,,,,,"I","H",,"Nat'l",,"Farne 1994",,"cs",
"nn","Chile","CHL",1964,46.2,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1968,37.6,,,,,"I","P",,"Rural",,"Jain 1975",,"nn",
"nn","Chile","CHL",1968,42.8,,,,,"I","H",,"Rural",,"Jain 1975",,"nn",
"nn","Chile","CHL",1968,45.47,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"nn","Chile","CHL",1968,39.45,,,,,"I","H",,"Rural",,"UN 1981","ENSIF","nn",
"nn","Chile","CHL",1968,44,,,,,"I","H",,"Urban",,"UN 1981","ENSIF","nn",
"nn","Chile","CHL",1970,50.09,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1972,44,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1973,44,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1973,45,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1974,44,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1974,44.99,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1975,47,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1975,47.12,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1976,53,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1976,53.8,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1977,51,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1977,52.6,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1978,51,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1978,51.97,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1979,47,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1979,51.79,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1980,50,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1980,52.57,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1981,49,,,,,"I","H",,"Urban","Capital","Farne 1994","CEPAL 1987","nn",
"nn","Chile","CHL",1981,52.15,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1982,53.91,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1983,54.2,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1984,55.5,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1985,53.2,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1986,53.9,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"nn","Chile","CHL",1987,53.1,,,,,"I","H",,"Urban","Capital","Farne 1994",,"nn",
"ps","Chile","CHL",1968,44.6,,,,,"I","H",,"Nat'l",,"Cromwell 1977","Adelman and Morris 1972","ps",
"ps","Chile","CHL",1968,46,,,,,"I","H",,"Nat'l",,"Fields 1989",,"ps",
"ps","Chile","CHL",1968,50.65,,,,,"I","H",,"Nat'l",,"Jain 1975",,"ps",
"ps","Chile","CHL",1968,50.3,,,,,"I","H",,"Nat'l",,"Lecaillon et al. 1984",,"ps",
"ps","Chile","CHL",1981,53.46,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1982,56.98,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1983,54.49,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1984,55.85,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1985,54.91,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1986,55.69,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1987,56.72,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1988,54.5,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1989,51.88,0.037,0.105,0.208,0.37,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1990,53.18,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1991,55.38,,,,,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"ps","Chile","CHL",1992,50.7,0.041,0.127,0.254,0.443,"I","P","G","Nat'l",,"MIDEPLAN",,"ps",
"accept","China","CHN",1980,32,0.0793,0.202,0.3862,0.6334,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1982,28.8,0.0847,0.222,0.4014,0.624,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1983,27.2,0.0865,0.2322,0.4023,0.6449,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1984,25.7,0.1008,0.2369,0.4277,0.6595,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1985,31.4,0.0871,0.2162,0.3787,0.6125,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1986,33.3,0.0756,0.195,0.3546,0.614,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1987,34.3,0.0692,0.1804,0.3399,0.6243,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1988,34.9,0.066,0.1752,0.3364,0.6248,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1989,36,0.0646,0.1804,0.3391,0.5797,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1990,34.6,0.0701,0.189,0.3504,0.5902,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1991,36.2,0.0644,0.1784,0.3269,0.6394,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"accept","China","CHN",1992,37.8,0.0602,0.1672,0.3253,0.5835,"I","P","G","Nat'l",,"Ying 1995","Statistical Yearbook","good",
"cs","China","CHN",1985,32.96,0.077,0.194,0.359,0.593,"I","P","G","Nat'l",,"Chen et al. 1995","Statistical Yearbook","cs",
"nn","China","CHN",1977,18.6,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1978,21.2,,,,,"I","P","G","Rural",,"Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1980,23.4,,,,,"I","P","G","Rural",,"Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1981,16.1,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1981,23.9,,,,,"I","P","G","Rural",,"Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1982,12.1,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1982,23.2,,,,,"I","P","G","Rural",,"Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1983,15.8,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1983,24.6,,,,,"I","P","G","Rural",,"Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1984,16.8,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1984,25.8,,,,,"I","P","G","Rural",,"Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1985,15.8,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1985,26.4,,,,,"I","P","G","Rural",,"Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1986,15.8,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1987,15.8,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1988,16.9,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
"nn","China","CHN",1989,17.8,,,,,"I","P","G","Urban","Cities","Chai and Chai 1994","Statistical Yearbook","nn",
